index,delay,jitter,loss,ssim
2842,180ms,180ms,2.5%,0.679
2843,180ms,180ms,3.0%,0.691
2844,180ms,190ms,0.0%,0.718
2845,180ms,190ms,0.5%,0.68
2846,180ms,190ms,1.0%,0.679
2847,180ms,190ms,1.5%,0.671
2848,180ms,190ms,2.0%,0.713
2849,180ms,190ms,2.5%,0.677
2850,180ms,190ms,3.0%,0.675
2851,180ms,200ms,0.0%,0.689
2852,180ms,200ms,0.5%,0.677
2853,180ms,200ms,1.0%,0.681
2854,180ms,200ms,1.5%,0.72
2855,180ms,200ms,2.0%,0.685
2856,180ms,200ms,2.5%,0.789
2857,180ms,200ms,3.0%,0.673
2858,190ms,0ms,0.0%,0.937
2859,190ms,0ms,0.5%,0.936
2860,190ms,0ms,1.0%,0.937
2861,190ms,0ms,1.5%,0.907
2862,190ms,0ms,2.0%,0.988
2863,190ms,0ms,2.5%,0.977
2864,190ms,0ms,3.0%,0.991
2865,190ms,10ms,0.0%,0.937
2866,190ms,10ms,0.5%,0.945
2867,190ms,10ms,1.0%,0.91
2868,190ms,10ms,1.5%,0.936
2869,190ms,10ms,2.0%,0.936
2870,190ms,10ms,2.5%,0.936
2871,190ms,10ms,3.0%,0.931
2872,190ms,20ms,0.0%,0.937
2873,190ms,20ms,0.5%,0.95
2874,190ms,20ms,1.0%,0.945
2875,190ms,20ms,1.5%,0.869
2876,190ms,20ms,2.0%,0.93
2877,190ms,20ms,2.5%,0.956
2878,190ms,20ms,3.0%,0.936
2879,190ms,30ms,0.0%,0.945
2880,190ms,30ms,0.5%,0.937
2881,190ms,30ms,1.0%,0.927
2882,190ms,30ms,1.5%,0.947
2883,190ms,30ms,2.0%,0.909
2884,190ms,30ms,2.5%,0.921
2885,190ms,30ms,3.0%,0.902
2886,190ms,40ms,0.0%,0.937
2887,190ms,40ms,0.5%,0.934
2888,190ms,40ms,1.0%,0.888
2889,190ms,40ms,1.5%,0.756
2890,190ms,40ms,2.0%,0.81
2891,190ms,40ms,2.5%,0.908
2892,190ms,40ms,3.0%,0.859
2893,190ms,50ms,0.0%,0.95
2894,190ms,50ms,0.5%,0.937
2895,190ms,50ms,1.0%,0.881
2896,190ms,50ms,1.5%,0.947
2897,190ms,50ms,2.0%,0.935
2898,190ms,50ms,2.5%,0.848
2899,190ms,50ms,3.0%,0.885
2900,190ms,60ms,0.0%,0.995
2901,190ms,60ms,0.5%,0.902
2902,190ms,60ms,1.0%,0.943
2903,190ms,60ms,1.5%,0.932
2904,190ms,60ms,2.0%,0.949
2905,190ms,60ms,2.5%,0.939
2906,190ms,60ms,3.0%,0.901
2907,190ms,70ms,0.0%,0.933
2908,190ms,70ms,0.5%,0.921
2909,190ms,70ms,1.0%,0.881
2910,190ms,70ms,1.5%,0.946
2911,190ms,70ms,2.0%,0.89
2912,190ms,70ms,2.5%,0.763
2913,190ms,70ms,3.0%,0.937
2914,190ms,80ms,0.0%,0.86
2915,190ms,80ms,0.5%,0.883
2916,190ms,80ms,1.0%,0.93
2917,190ms,80ms,1.5%,0.935
2918,190ms,80ms,2.0%,0.912
2919,190ms,80ms,2.5%,0.869
2920,190ms,80ms,3.0%,0.855
2921,190ms,90ms,0.0%,0.684
2922,190ms,90ms,0.5%,0.86
2923,190ms,90ms,1.0%,0.928
2924,190ms,90ms,1.5%,0.9
2925,190ms,90ms,2.0%,0.762
2926,190ms,90ms,2.5%,0.689
2927,190ms,90ms,3.0%,0.693
2928,190ms,100ms,0.0%,0.707
2929,190ms,100ms,0.5%,0.932
2930,190ms,100ms,1.0%,0.91
2931,190ms,100ms,1.5%,0.892
2932,190ms,100ms,2.0%,0.73
2933,190ms,100ms,2.5%,0.809
2934,190ms,100ms,3.0%,0.691
2935,190ms,110ms,0.0%,0.768
2936,190ms,110ms,1.0%,0.864
2937,190ms,110ms,1.5%,0.929
2938,190ms,110ms,2.0%,0.739
2939,190ms,110ms,2.5%,0.864
2940,190ms,110ms,3.0%,0.73
2941,190ms,120ms,0.0%,0.706
2942,190ms,120ms,0.5%,0.815
2943,190ms,120ms,1.0%,0.675
2944,190ms,120ms,1.5%,0.814
2945,190ms,120ms,2.0%,0.742
2946,190ms,120ms,2.5%,0.677
2947,190ms,120ms,3.0%,0.727
2948,190ms,130ms,0.0%,0.692
2949,190ms,130ms,0.5%,0.816
2950,190ms,130ms,1.0%,0.695
2951,190ms,130ms,1.5%,0.664
2952,190ms,130ms,2.0%,0.726
2953,190ms,130ms,2.5%,0.661
2954,190ms,130ms,3.0%,0.691
2955,190ms,140ms,0.0%,0.895
2956,190ms,140ms,0.5%,0.684
2957,190ms,140ms,1.0%,0.674
2958,190ms,140ms,1.5%,0.785
2959,190ms,140ms,2.0%,0.744
2960,190ms,140ms,2.5%,0.855
2961,190ms,140ms,3.0%,0.66
2962,190ms,150ms,0.0%,0.684
2963,190ms,150ms,0.5%,0.673
2964,190ms,150ms,1.0%,0.679
2965,190ms,150ms,1.5%,0.693
2966,190ms,150ms,2.5%,0.654
2967,190ms,150ms,3.0%,0.672
2968,190ms,160ms,0.0%,0.679
2969,190ms,160ms,0.5%,0.7
2970,190ms,160ms,1.0%,0.663
2971,190ms,160ms,1.5%,0.79
2972,190ms,160ms,2.0%,0.766
2973,190ms,160ms,2.5%,0.733
2974,190ms,160ms,3.0%,0.681
2975,190ms,170ms,0.0%,0.679
2976,190ms,170ms,0.5%,0.848
2977,190ms,170ms,1.0%,0.676
2978,190ms,170ms,1.5%,0.689
2979,190ms,170ms,2.0%,0.673
2980,190ms,170ms,2.5%,0.778
2981,190ms,170ms,3.0%,0.693
2982,190ms,180ms,0.0%,0.747
2983,190ms,180ms,1.0%,0.723
2984,190ms,180ms,2.0%,0.784
2985,190ms,180ms,2.5%,0.691
2986,190ms,180ms,3.0%,0.665
2987,190ms,190ms,0.0%,0.663
2988,190ms,190ms,0.5%,0.705
2989,190ms,190ms,1.0%,0.686
2990,190ms,190ms,1.5%,0.659
2991,190ms,190ms,2.0%,0.682
2992,190ms,190ms,2.5%,0.674
2993,190ms,190ms,3.0%,0.689
2994,190ms,200ms,0.0%,0.677
2995,190ms,200ms,0.5%,0.708
2996,190ms,200ms,1.0%,0.72
2997,190ms,200ms,1.5%,0.67
2998,190ms,200ms,2.0%,0.767
2999,190ms,200ms,2.5%,0.701
3000,190ms,200ms,3.0%,0.677
3001,200ms,0ms,0.0%,0.997
3002,200ms,0ms,0.5%,0.999
3003,200ms,0ms,1.0%,0.967
3004,200ms,0ms,1.5%,0.942
3005,200ms,0ms,2.0%,0.948
3006,200ms,0ms,2.5%,0.935
3007,200ms,0ms,3.0%,0.935
3008,200ms,10ms,0.0%,0.944
3009,200ms,10ms,0.5%,0.999
3010,200ms,10ms,1.0%,0.945
3011,200ms,10ms,1.5%,0.943
3012,200ms,10ms,2.0%,0.907
3013,200ms,10ms,2.5%,0.942
3014,200ms,10ms,3.0%,0.855
3015,200ms,20ms,0.0%,0.945
3016,200ms,20ms,0.5%,0.936
3017,200ms,20ms,1.0%,0.862
3018,200ms,20ms,1.5%,0.969
3019,200ms,20ms,2.0%,0.928
3020,200ms,20ms,2.5%,0.947
3021,200ms,20ms,3.0%,0.945
3022,200ms,30ms,0.0%,0.937
3023,200ms,30ms,0.5%,0.936
3024,200ms,30ms,1.0%,0.944
3025,200ms,30ms,1.5%,0.936
3026,200ms,30ms,2.0%,0.937
3027,200ms,30ms,2.5%,0.944
3028,200ms,30ms,3.0%,0.845
3029,200ms,40ms,0.0%,0.945
3030,200ms,40ms,0.5%,0.935
3031,200ms,40ms,1.0%,0.937
3032,200ms,40ms,1.5%,0.933
3033,200ms,40ms,2.0%,0.909
3034,200ms,40ms,2.5%,0.863
3035,200ms,40ms,3.0%,0.936
3036,200ms,50ms,0.0%,0.939
3037,200ms,50ms,0.5%,0.949
3038,200ms,50ms,1.0%,0.92
3039,200ms,50ms,1.5%,0.933
3040,200ms,50ms,2.0%,0.945
3041,200ms,50ms,2.5%,0.934
3042,200ms,50ms,3.0%,0.935
3043,200ms,60ms,0.0%,0.937
3044,200ms,60ms,0.5%,0.937
3045,200ms,60ms,1.0%,0.943
3046,200ms,60ms,1.5%,0.88
3047,200ms,60ms,2.0%,0.952
3048,200ms,60ms,2.5%,0.906
3049,200ms,60ms,3.0%,0.939
3050,200ms,70ms,0.0%,0.937
3051,200ms,70ms,0.5%,0.929
3052,200ms,70ms,1.0%,0.874
3053,200ms,70ms,1.5%,0.77
3054,200ms,70ms,2.0%,0.911
3055,200ms,70ms,2.5%,0.859
3056,200ms,70ms,3.0%,0.705
3057,200ms,80ms,0.0%,0.868
3058,200ms,80ms,0.5%,0.708
3059,200ms,80ms,1.0%,0.707
3060,200ms,80ms,1.5%,0.889
3061,200ms,80ms,2.0%,0.709
3062,200ms,80ms,2.5%,0.817
3063,200ms,80ms,3.0%,0.821
3064,200ms,90ms,0.0%,0.93
3065,200ms,90ms,0.5%,0.695
3066,200ms,90ms,1.0%,0.936
3067,200ms,90ms,1.5%,0.927
3068,200ms,90ms,2.0%,0.729
3069,200ms,90ms,2.5%,0.868
3070,200ms,90ms,3.0%,0.891
3071,200ms,100ms,0.0%,0.812
3072,200ms,100ms,0.5%,0.851
3073,200ms,100ms,1.0%,0.799
3074,200ms,100ms,1.5%,0.698
3075,200ms,100ms,2.0%,0.825
3076,200ms,100ms,2.5%,0.75
3077,200ms,100ms,3.0%,0.71
3078,200ms,110ms,0.0%,0.735
3079,200ms,110ms,0.5%,0.845
3080,200ms,110ms,1.0%,0.719
3081,200ms,110ms,1.5%,0.826
3082,200ms,110ms,2.0%,0.682
3083,200ms,110ms,2.5%,0.75
3084,200ms,110ms,3.0%,0.73
3085,200ms,120ms,0.0%,0.901
3086,200ms,120ms,0.5%,0.71
3087,200ms,120ms,1.0%,0.764
3088,200ms,120ms,1.5%,0.731
3089,200ms,120ms,2.0%,0.669
3090,200ms,120ms,2.5%,0.846
3091,200ms,120ms,3.0%,0.73
3092,200ms,130ms,0.0%,0.797
3093,200ms,130ms,0.5%,0.864
3094,200ms,130ms,1.0%,0.683
3095,200ms,130ms,1.5%,0.774
3096,200ms,130ms,2.0%,0.665
3097,200ms,130ms,2.5%,0.73
3098,200ms,130ms,3.0%,0.699
3099,200ms,140ms,0.0%,0.68
3100,200ms,140ms,0.5%,0.76
3101,200ms,140ms,1.0%,0.741
3102,200ms,140ms,1.5%,0.657
3103,200ms,140ms,2.0%,0.692
3104,200ms,140ms,2.5%,0.674
3105,200ms,140ms,3.0%,0.689
3106,200ms,150ms,0.0%,0.867
3107,200ms,150ms,0.5%,0.656
3108,200ms,150ms,1.0%,0.689
3109,200ms,150ms,1.5%,0.726
3110,200ms,150ms,2.0%,0.675
3111,200ms,150ms,2.5%,0.736
3112,200ms,150ms,3.0%,0.816
3113,200ms,160ms,0.0%,0.705
3114,200ms,160ms,0.5%,0.69
3115,200ms,160ms,1.5%,0.712
3116,200ms,160ms,2.0%,0.732
3117,200ms,160ms,2.5%,0.706
3118,200ms,160ms,3.0%,0.681
3119,200ms,170ms,0.0%,0.684
3120,200ms,170ms,0.5%,0.691
3121,200ms,170ms,1.0%,0.69
3122,200ms,170ms,1.5%,0.744
3123,200ms,170ms,2.0%,0.683
3124,200ms,170ms,2.5%,0.692
3125,200ms,170ms,3.0%,0.896
3126,200ms,180ms,0.0%,0.692
3127,200ms,180ms,0.5%,0.676
3128,200ms,180ms,1.0%,0.683
3129,200ms,180ms,1.5%,0.815
3130,200ms,180ms,2.0%,0.667
3131,200ms,180ms,2.5%,0.683
3132,200ms,180ms,3.0%,0.766
3133,200ms,190ms,0.0%,0.741
3134,200ms,190ms,0.5%,0.534
3135,200ms,190ms,1.0%,0.76
3136,200ms,190ms,1.5%,0.658
3137,200ms,190ms,2.0%,0.672
3138,200ms,190ms,2.5%,0.678
3139,200ms,190ms,3.0%,0.691
3140,200ms,200ms,0.0%,0.681
3141,200ms,200ms,0.5%,0.692
3142,200ms,200ms,1.0%,0.684
3143,200ms,200ms,1.5%,0.66
3144,200ms,200ms,2.0%,0.678
3145,200ms,200ms,2.5%,0.667
3146,200ms,200ms,3.0%,0.678
